"","buying","maint","doors","persons","lug_boot","safety","class"
"556","med","med","5more","2","med","low","unacc"
"557","med","med","5more","2","med","med","unacc"
"558","med","med","5more","2","med","high","unacc"
"559","med","med","5more","2","big","low","unacc"
"560","med","med","5more","2","big","med","unacc"
"561","med","med","5more","2","big","high","unacc"
"562","med","med","5more","4","small","low","unacc"
"563","med","med","5more","4","small","med","acc"
"564","med","med","5more","4","small","high","acc"
"565","med","med","5more","4","med","low","unacc"
"566","med","med","5more","4","med","med","acc"
"567","med","med","5more","4","med","high","vgood"
"568","med","med","5more","4","big","low","unacc"
"569","med","med","5more","4","big","med","acc"
"570","med","med","5more","4","big","high","vgood"
"571","med","med","5more","more","small","low","unacc"
"572","med","med","5more","more","small","med","acc"
"573","med","med","5more","more","small","high","acc"
"574","med","med","5more","more","med","low","unacc"
"575","med","med","5more","more","med","med","acc"
"576","med","med","5more","more","med","high","vgood"
"577","med","med","5more","more","big","low","unacc"
"578","med","med","5more","more","big","med","acc"
"579","med","med","5more","more","big","high","vgood"
"580","med","low","2","2","small","low","unacc"
"581","med","low","2","2","small","med","unacc"
"582","med","low","2","2","small","high","unacc"
"583","med","low","2","2","med","low","unacc"
"584","med","low","2","2","med","med","unacc"
"585","med","low","2","2","med","high","unacc"
"586","med","low","2","2","big","low","unacc"
"587","med","low","2","2","big","med","unacc"
"588","med","low","2","2","big","high","unacc"
"589","med","low","2","4","small","low","unacc"
"590","med","low","2","4","small","med","acc"
"591","med","low","2","4","small","high","good"
"592","med","low","2","4","med","low","unacc"
"593","med","low","2","4","med","med","acc"
"594","med","low","2","4","med","high","good"
"595","med","low","2","4","big","low","unacc"
"596","med","low","2","4","big","med","good"
"597","med","low","2","4","big","high","vgood"
"598","med","low","2","more","small","low","unacc"
"599","med","low","2","more","small","med","unacc"
"600","med","low","2","more","small","high","unacc"
"601","med","low","2","more","med","low","unacc"
"602","med","low","2","more","med","med","acc"
"603","med","low","2","more","med","high","good"
"604","med","low","2","more","big","low","unacc"
"605","med","low","2","more","big","med","good"
"606","med","low","2","more","big","high","vgood"
"607","med","low","3","2","small","low","unacc"
"608","med","low","3","2","small","med","unacc"
"609","med","low","3","2","small","high","unacc"
"610","med","low","3","2","med","low","unacc"
"611","med","low","3","2","med","med","unacc"
"612","med","low","3","2","med","high","unacc"
"613","med","low","3","2","big","low","unacc"
"614","med","low","3","2","big","med","unacc"
"615","med","low","3","2","big","high","unacc"
"616","med","low","3","4","small","low","unacc"
"617","med","low","3","4","small","med","acc"
"618","med","low","3","4","small","high","good"
"619","med","low","3","4","med","low","unacc"
"620","med","low","3","4","med","med","acc"
"621","med","low","3","4","med","high","good"
"622","med","low","3","4","big","low","unacc"
"623","med","low","3","4","big","med","good"
"624","med","low","3","4","big","high","vgood"
"625","med","low","3","more","small","low","unacc"
"626","med","low","3","more","small","med","acc"
"627","med","low","3","more","small","high","good"
"628","med","low","3","more","med","low","unacc"
"629","med","low","3","more","med","med","good"
"630","med","low","3","more","med","high","vgood"
"631","med","low","3","more","big","low","unacc"
"632","med","low","3","more","big","med","good"
"633","med","low","3","more","big","high","vgood"
"634","med","low","4","2","small","low","unacc"
"635","med","low","4","2","small","med","unacc"
"636","med","low","4","2","small","high","unacc"
"637","med","low","4","2","med","low","unacc"
"638","med","low","4","2","med","med","unacc"
"639","med","low","4","2","med","high","unacc"
"640","med","low","4","2","big","low","unacc"
"641","med","low","4","2","big","med","unacc"
"642","med","low","4","2","big","high","unacc"
"643","med","low","4","4","small","low","unacc"
"644","med","low","4","4","small","med","acc"
"645","med","low","4","4","small","high","good"
"646","med","low","4","4","med","low","unacc"
"647","med","low","4","4","med","med","good"
"648","med","low","4","4","med","high","vgood"
"649","med","low","4","4","big","low","unacc"
"650","med","low","4","4","big","med","good"
"651","med","low","4","4","big","high","vgood"
"652","med","low","4","more","small","low","unacc"
"653","med","low","4","more","small","med","acc"
"654","med","low","4","more","small","high","good"
"655","med","low","4","more","med","low","unacc"
"656","med","low","4","more","med","med","good"
"657","med","low","4","more","med","high","vgood"
"658","med","low","4","more","big","low","unacc"
"659","med","low","4","more","big","med","good"
"660","med","low","4","more","big","high","vgood"
"661","med","low","5more","2","small","low","unacc"
"662","med","low","5more","2","small","med","unacc"
"663","med","low","5more","2","small","high","unacc"
"664","med","low","5more","2","med","low","unacc"
"665","med","low","5more","2","med","med","unacc"
"666","med","low","5more","2","med","high","unacc"
"667","med","low","5more","2","big","low","unacc"
"668","med","low","5more","2","big","med","unacc"
"669","med","low","5more","2","big","high","unacc"
"670","med","low","5more","4","small","low","unacc"
"671","med","low","5more","4","small","med","acc"
"672","med","low","5more","4","small","high","good"
"673","med","low","5more","4","med","low","unacc"
"674","med","low","5more","4","med","med","good"
"675","med","low","5more","4","med","high","vgood"
"676","med","low","5more","4","big","low","unacc"
"677","med","low","5more","4","big","med","good"
"678","med","low","5more","4","big","high","vgood"
"679","med","low","5more","more","small","low","unacc"
"680","med","low","5more","more","small","med","acc"
"681","med","low","5more","more","small","high","good"
"682","med","low","5more","more","med","low","unacc"
"683","med","low","5more","more","med","med","good"
"684","med","low","5more","more","med","high","vgood"
"685","med","low","5more","more","big","low","unacc"
"686","med","low","5more","more","big","med","good"
"687","med","low","5more","more","big","high","vgood"
"688","low","vhigh","2","2","small","low","unacc"
"689","low","vhigh","2","2","small","med","unacc"
"690","low","vhigh","2","2","small","high","unacc"
"691","low","vhigh","2","2","med","low","unacc"
"692","low","vhigh","2","2","med","med","unacc"
"693","low","vhigh","2","2","med","high","unacc"
"694","low","vhigh","2","2","big","low","unacc"
"695","low","vhigh","2","2","big","med","unacc"
"696","low","vhigh","2","2","big","high","unacc"
"697","low","vhigh","2","4","small","low","unacc"
"698","low","vhigh","2","4","small","med","unacc"
"699","low","vhigh","2","4","small","high","acc"
"700","low","vhigh","2","4","med","low","unacc"
"701","low","vhigh","2","4","med","med","unacc"
"702","low","vhigh","2","4","med","high","acc"
"703","low","vhigh","2","4","big","low","unacc"
"704","low","vhigh","2","4","big","med","acc"
"705","low","vhigh","2","4","big","high","acc"
"706","low","vhigh","2","more","small","low","unacc"
"707","low","vhigh","2","more","small","med","unacc"
"708","low","vhigh","2","more","small","high","unacc"
"709","low","vhigh","2","more","med","low","unacc"
"710","low","vhigh","2","more","med","med","unacc"
"711","low","vhigh","2","more","med","high","acc"
"712","low","vhigh","2","more","big","low","unacc"
"713","low","vhigh","2","more","big","med","acc"
"714","low","vhigh","2","more","big","high","acc"
"715","low","vhigh","3","2","small","low","unacc"
"716","low","vhigh","3","2","small","med","unacc"
"717","low","vhigh","3","2","small","high","unacc"
"718","low","vhigh","3","2","med","low","unacc"
"719","low","vhigh","3","2","med","med","unacc"
"720","low","vhigh","3","2","med","high","unacc"
"721","low","vhigh","3","2","big","low","unacc"
"722","low","vhigh","3","2","big","med","unacc"
"723","low","vhigh","3","2","big","high","unacc"
"724","low","vhigh","3","4","small","low","unacc"
"725","low","vhigh","3","4","small","med","unacc"
"726","low","vhigh","3","4","small","high","acc"
"727","low","vhigh","3","4","med","low","unacc"
"728","low","vhigh","3","4","med","med","unacc"
"729","low","vhigh","3","4","med","high","acc"
"730","low","vhigh","3","4","big","low","unacc"
"731","low","vhigh","3","4","big","med","acc"
"732","low","vhigh","3","4","big","high","acc"
"733","low","vhigh","3","more","small","low","unacc"
"734","low","vhigh","3","more","small","med","unacc"
"735","low","vhigh","3","more","small","high","acc"
"736","low","vhigh","3","more","med","low","unacc"
"737","low","vhigh","3","more","med","med","acc"
"738","low","vhigh","3","more","med","high","acc"
"739","low","vhigh","3","more","big","low","unacc"
"740","low","vhigh","3","more","big","med","acc"
"741","low","vhigh","3","more","big","high","acc"
"742","low","vhigh","4","2","small","low","unacc"
"743","low","vhigh","4","2","small","med","unacc"
"744","low","vhigh","4","2","small","high","unacc"
"745","low","vhigh","4","2","med","low","unacc"
"746","low","vhigh","4","2","med","med","unacc"
"747","low","vhigh","4","2","med","high","unacc"
"748","low","vhigh","4","2","big","low","unacc"
"749","low","vhigh","4","2","big","med","unacc"
"750","low","vhigh","4","2","big","high","unacc"
"751","low","vhigh","4","4","small","low","unacc"
"752","low","vhigh","4","4","small","med","unacc"
"753","low","vhigh","4","4","small","high","acc"
"754","low","vhigh","4","4","med","low","unacc"
"755","low","vhigh","4","4","med","med","acc"
"756","low","vhigh","4","4","med","high","acc"
"757","low","vhigh","4","4","big","low","unacc"
"758","low","vhigh","4","4","big","med","acc"
"759","low","vhigh","4","4","big","high","acc"
"760","low","vhigh","4","more","small","low","unacc"
"761","low","vhigh","4","more","small","med","unacc"
"762","low","vhigh","4","more","small","high","acc"
"763","low","vhigh","4","more","med","low","unacc"
"764","low","vhigh","4","more","med","med","acc"
"765","low","vhigh","4","more","med","high","acc"
"766","low","vhigh","4","more","big","low","unacc"
"767","low","vhigh","4","more","big","med","acc"
"768","low","vhigh","4","more","big","high","acc"
"769","low","vhigh","5more","2","small","low","unacc"
"770","low","vhigh","5more","2","small","med","unacc"
"771","low","vhigh","5more","2","small","high","unacc"
"772","low","vhigh","5more","2","med","low","unacc"
"773","low","vhigh","5more","2","med","med","unacc"
"774","low","vhigh","5more","2","med","high","unacc"
"775","low","vhigh","5more","2","big","low","unacc"
"776","low","vhigh","5more","2","big","med","unacc"
"777","low","vhigh","5more","2","big","high","unacc"
"778","low","vhigh","5more","4","small","low","unacc"
"779","low","vhigh","5more","4","small","med","unacc"
"780","low","vhigh","5more","4","small","high","acc"
"781","low","vhigh","5more","4","med","low","unacc"
"782","low","vhigh","5more","4","med","med","acc"
"783","low","vhigh","5more","4","med","high","acc"
"784","low","vhigh","5more","4","big","low","unacc"
"785","low","vhigh","5more","4","big","med","acc"
"786","low","vhigh","5more","4","big","high","acc"
"787","low","vhigh","5more","more","small","low","unacc"
"788","low","vhigh","5more","more","small","med","unacc"
"789","low","vhigh","5more","more","small","high","acc"
"790","low","vhigh","5more","more","med","low","unacc"
"791","low","vhigh","5more","more","med","med","acc"
"792","low","vhigh","5more","more","med","high","acc"
"793","low","vhigh","5more","more","big","low","unacc"
"794","low","vhigh","5more","more","big","med","acc"
"795","low","vhigh","5more","more","big","high","acc"
"796","low","high","2","2","small","low","unacc"
"797","low","high","2","2","small","med","unacc"
"798","low","high","2","2","small","high","unacc"
"799","low","high","2","2","med","low","unacc"
"800","low","high","2","2","med","med","unacc"
"801","low","high","2","2","med","high","unacc"
"802","low","high","2","2","big","low","unacc"
"803","low","high","2","2","big","med","unacc"
"804","low","high","2","2","big","high","unacc"
"805","low","high","2","4","small","low","unacc"
"806","low","high","2","4","small","med","acc"
"807","low","high","2","4","small","high","acc"
"808","low","high","2","4","med","low","unacc"
"809","low","high","2","4","med","med","acc"
"810","low","high","2","4","med","high","acc"
"811","low","high","2","4","big","low","unacc"
"812","low","high","2","4","big","med","acc"
"813","low","high","2","4","big","high","vgood"
"814","low","high","2","more","small","low","unacc"
"815","low","high","2","more","small","med","unacc"
"816","low","high","2","more","small","high","unacc"
"817","low","high","2","more","med","low","unacc"
"818","low","high","2","more","med","med","acc"
"819","low","high","2","more","med","high","acc"
"820","low","high","2","more","big","low","unacc"
"821","low","high","2","more","big","med","acc"
"822","low","high","2","more","big","high","vgood"
"823","low","high","3","2","small","low","unacc"
"824","low","high","3","2","small","med","unacc"
"825","low","high","3","2","small","high","unacc"
"826","low","high","3","2","med","low","unacc"
"827","low","high","3","2","med","med","unacc"
"828","low","high","3","2","med","high","unacc"
"829","low","high","3","2","big","low","unacc"
"830","low","high","3","2","big","med","unacc"
"831","low","high","3","2","big","high","unacc"
"832","low","high","3","4","small","low","unacc"
"833","low","high","3","4","small","med","acc"
"834","low","high","3","4","small","high","acc"
"835","low","high","3","4","med","low","unacc"
"836","low","high","3","4","med","med","acc"
"837","low","high","3","4","med","high","acc"
"838","low","high","3","4","big","low","unacc"
"839","low","high","3","4","big","med","acc"
"840","low","high","3","4","big","high","vgood"
"841","low","high","3","more","small","low","unacc"
"842","low","high","3","more","small","med","acc"
"843","low","high","3","more","small","high","acc"
"844","low","high","3","more","med","low","unacc"
"845","low","high","3","more","med","med","acc"
"846","low","high","3","more","med","high","vgood"
"847","low","high","3","more","big","low","unacc"
"848","low","high","3","more","big","med","acc"
"849","low","high","3","more","big","high","vgood"
"850","low","high","4","2","small","low","unacc"
"851","low","high","4","2","small","med","unacc"
"852","low","high","4","2","small","high","unacc"
"853","low","high","4","2","med","low","unacc"
"854","low","high","4","2","med","med","unacc"
"855","low","high","4","2","med","high","unacc"
"856","low","high","4","2","big","low","unacc"
"857","low","high","4","2","big","med","unacc"
"858","low","high","4","2","big","high","unacc"
"859","low","high","4","4","small","low","unacc"
"860","low","high","4","4","small","med","acc"
"861","low","high","4","4","small","high","acc"
"862","low","high","4","4","med","low","unacc"
"863","low","high","4","4","med","med","acc"
"864","low","high","4","4","med","high","vgood"
"865","low","high","4","4","big","low","unacc"
"866","low","high","4","4","big","med","acc"
"867","low","high","4","4","big","high","vgood"
"868","low","high","4","more","small","low","unacc"
"869","low","high","4","more","small","med","acc"
"870","low","high","4","more","small","high","acc"
"871","low","high","4","more","med","low","unacc"
"872","low","high","4","more","med","med","acc"
"873","low","high","4","more","med","high","vgood"
"874","low","high","4","more","big","low","unacc"
"875","low","high","4","more","big","med","acc"
"876","low","high","4","more","big","high","vgood"
"877","low","high","5more","2","small","low","unacc"
"878","low","high","5more","2","small","med","unacc"
"879","low","high","5more","2","small","high","unacc"
"880","low","high","5more","2","med","low","unacc"
"881","low","high","5more","2","med","med","unacc"
"882","low","high","5more","2","med","high","unacc"
"883","low","high","5more","2","big","low","unacc"
"884","low","high","5more","2","big","med","unacc"
"885","low","high","5more","2","big","high","unacc"
"886","low","high","5more","4","small","low","unacc"
"887","low","high","5more","4","small","med","acc"
"888","low","high","5more","4","small","high","acc"
"889","low","high","5more","4","med","low","unacc"
"890","low","high","5more","4","med","med","acc"
"891","low","high","5more","4","med","high","vgood"
"892","low","high","5more","4","big","low","unacc"
"893","low","high","5more","4","big","med","acc"
"894","low","high","5more","4","big","high","vgood"
"895","low","high","5more","more","small","low","unacc"
"896","low","high","5more","more","small","med","acc"
"897","low","high","5more","more","small","high","acc"
"898","low","high","5more","more","med","low","unacc"
"899","low","high","5more","more","med","med","acc"
"900","low","high","5more","more","med","high","vgood"
"901","low","high","5more","more","big","low","unacc"
"902","low","high","5more","more","big","med","acc"
"903","low","high","5more","more","big","high","vgood"
"904","low","med","2","2","small","low","unacc"
"905","low","med","2","2","small","med","unacc"
"906","low","med","2","2","small","high","unacc"
"907","low","med","2","2","med","low","unacc"
"908","low","med","2","2","med","med","unacc"
"909","low","med","2","2","med","high","unacc"
"910","low","med","2","2","big","low","unacc"
"911","low","med","2","2","big","med","unacc"
"912","low","med","2","2","big","high","unacc"
"913","low","med","2","4","small","low","unacc"
"914","low","med","2","4","small","med","acc"
"915","low","med","2","4","small","high","good"
"916","low","med","2","4","med","low","unacc"
"917","low","med","2","4","med","med","acc"
"918","low","med","2","4","med","high","good"
"919","low","med","2","4","big","low","unacc"
"920","low","med","2","4","big","med","good"
"921","low","med","2","4","big","high","vgood"
"922","low","med","2","more","small","low","unacc"
"923","low","med","2","more","small","med","unacc"
"924","low","med","2","more","small","high","unacc"
"925","low","med","2","more","med","low","unacc"
"926","low","med","2","more","med","med","acc"
"927","low","med","2","more","med","high","good"
"928","low","med","2","more","big","low","unacc"
"929","low","med","2","more","big","med","good"
"930","low","med","2","more","big","high","vgood"
"931","low","med","3","2","small","low","unacc"
"932","low","med","3","2","small","med","unacc"
"933","low","med","3","2","small","high","unacc"
"934","low","med","3","2","med","low","unacc"
"935","low","med","3","2","med","med","unacc"
"936","low","med","3","2","med","high","unacc"
"937","low","med","3","2","big","low","unacc"
"938","low","med","3","2","big","med","unacc"
"939","low","med","3","2","big","high","unacc"
"940","low","med","3","4","small","low","unacc"
"941","low","med","3","4","small","med","acc"
"942","low","med","3","4","small","high","good"
"943","low","med","3","4","med","low","unacc"
"944","low","med","3","4","med","med","acc"
"945","low","med","3","4","med","high","good"
"946","low","med","3","4","big","low","unacc"
"947","low","med","3","4","big","med","good"
"948","low","med","3","4","big","high","vgood"
"949","low","med","3","more","small","low","unacc"
"950","low","med","3","more","small","med","acc"
"951","low","med","3","more","small","high","good"
"952","low","med","3","more","med","low","unacc"
"953","low","med","3","more","med","med","good"
"954","low","med","3","more","med","high","vgood"
"955","low","med","3","more","big","low","unacc"
"956","low","med","3","more","big","med","good"
"957","low","med","3","more","big","high","vgood"
"958","low","med","4","2","small","low","unacc"
"959","low","med","4","2","small","med","unacc"
"960","low","med","4","2","small","high","unacc"
"961","low","med","4","2","med","low","unacc"
"962","low","med","4","2","med","med","unacc"
"963","low","med","4","2","med","high","unacc"
"964","low","med","4","2","big","low","unacc"
"965","low","med","4","2","big","med","unacc"
"966","low","med","4","2","big","high","unacc"
"967","low","med","4","4","small","low","unacc"
"968","low","med","4","4","small","med","acc"
"969","low","med","4","4","small","high","good"
"970","low","med","4","4","med","low","unacc"
"971","low","med","4","4","med","med","good"
"972","low","med","4","4","med","high","vgood"
"973","low","med","4","4","big","low","unacc"
"974","low","med","4","4","big","med","good"
"975","low","med","4","4","big","high","vgood"
"976","low","med","4","more","small","low","unacc"
"977","low","med","4","more","small","med","acc"
"978","low","med","4","more","small","high","good"
"979","low","med","4","more","med","low","unacc"
"980","low","med","4","more","med","med","good"
"981","low","med","4","more","med","high","vgood"
"982","low","med","4","more","big","low","unacc"
"983","low","med","4","more","big","med","good"
"984","low","med","4","more","big","high","vgood"
"985","low","med","5more","2","small","low","unacc"
"986","low","med","5more","2","small","med","unacc"
"987","low","med","5more","2","small","high","unacc"
"988","low","med","5more","2","med","low","unacc"
"989","low","med","5more","2","med","med","unacc"
"990","low","med","5more","2","med","high","unacc"
"991","low","med","5more","2","big","low","unacc"
"992","low","med","5more","2","big","med","unacc"
"993","low","med","5more","2","big","high","unacc"
"994","low","med","5more","4","small","low","unacc"
"995","low","med","5more","4","small","med","acc"
"996","low","med","5more","4","small","high","good"
"997","low","med","5more","4","med","low","unacc"
"998","low","med","5more","4","med","med","good"
"999","low","med","5more","4","med","high","vgood"
"1000","low","med","5more","4","big","low","unacc"
"1001","low","med","5more","4","big","med","good"
"1002","low","med","5more","4","big","high","vgood"
"1003","low","med","5more","more","small","low","unacc"
"1004","low","med","5more","more","small","med","acc"
"1005","low","med","5more","more","small","high","good"
"1006","low","med","5more","more","med","low","unacc"
"1007","low","med","5more","more","med","med","good"
"1008","low","med","5more","more","med","high","vgood"
"1009","low","med","5more","more","big","low","unacc"
"1010","low","med","5more","more","big","med","good"
"1011","low","med","5more","more","big","high","vgood"
"1012","low","low","2","2","small","low","unacc"
"1013","low","low","2","2","small","med","unacc"
"1014","low","low","2","2","small","high","unacc"
"1015","low","low","2","2","med","low","unacc"
"1016","low","low","2","2","med","med","unacc"
"1017","low","low","2","2","med","high","unacc"
"1018","low","low","2","2","big","low","unacc"
"1019","low","low","2","2","big","med","unacc"
"1020","low","low","2","2","big","high","unacc"
"1021","low","low","2","4","small","low","unacc"
"1022","low","low","2","4","small","med","acc"
"1023","low","low","2","4","small","high","good"
"1024","low","low","2","4","med","low","unacc"
"1025","low","low","2","4","med","med","acc"
"1026","low","low","2","4","med","high","good"
"1027","low","low","2","4","big","low","unacc"
"1028","low","low","2","4","big","med","good"
"1029","low","low","2","4","big","high","vgood"
"1030","low","low","2","more","small","low","unacc"
"1031","low","low","2","more","small","med","unacc"
"1032","low","low","2","more","small","high","unacc"
"1033","low","low","2","more","med","low","unacc"
"1034","low","low","2","more","med","med","acc"
"1035","low","low","2","more","med","high","good"
"1036","low","low","2","more","big","low","unacc"
"1037","low","low","2","more","big","med","good"
"1038","low","low","2","more","big","high","vgood"
"1039","low","low","3","2","small","low","unacc"
"1040","low","low","3","2","small","med","unacc"
"1041","low","low","3","2","small","high","unacc"
"1042","low","low","3","2","med","low","unacc"
"1043","low","low","3","2","med","med","unacc"
"1044","low","low","3","2","med","high","unacc"
"1045","low","low","3","2","big","low","unacc"
"1046","low","low","3","2","big","med","unacc"
"1047","low","low","3","2","big","high","unacc"
"1048","low","low","3","4","small","low","unacc"
"1049","low","low","3","4","small","med","acc"
"1050","low","low","3","4","small","high","good"
"1051","low","low","3","4","med","low","unacc"
"1052","low","low","3","4","med","med","acc"
"1053","low","low","3","4","med","high","good"
"1054","low","low","3","4","big","low","unacc"
"1055","low","low","3","4","big","med","good"
"1056","low","low","3","4","big","high","vgood"
"1057","low","low","3","more","small","low","unacc"
"1058","low","low","3","more","small","med","acc"
"1059","low","low","3","more","small","high","good"
"1060","low","low","3","more","med","low","unacc"
"1061","low","low","3","more","med","med","good"
"1062","low","low","3","more","med","high","vgood"
"1063","low","low","3","more","big","low","unacc"
"1064","low","low","3","more","big","med","good"
"1065","low","low","3","more","big","high","vgood"
"1066","low","low","4","2","small","low","unacc"
"1067","low","low","4","2","small","med","unacc"
"1068","low","low","4","2","small","high","unacc"
"1069","low","low","4","2","med","low","unacc"
"1070","low","low","4","2","med","med","unacc"
"1071","low","low","4","2","med","high","unacc"
"1072","low","low","4","2","big","low","unacc"
"1073","low","low","4","2","big","med","unacc"
"1074","low","low","4","2","big","high","unacc"
"1075","low","low","4","4","small","low","unacc"
"1076","low","low","4","4","small","med","acc"
"1077","low","low","4","4","small","high","good"
"1078","low","low","4","4","med","low","unacc"
"1079","low","low","4","4","med","med","good"
"1080","low","low","4","4","med","high","vgood"
"1081","low","low","4","4","big","low","unacc"
"1082","low","low","4","4","big","med","good"
"1083","low","low","4","4","big","high","vgood"
"1084","low","low","4","more","small","low","unacc"
"1085","low","low","4","more","small","med","acc"
"1086","low","low","4","more","small","high","good"
"1087","low","low","4","more","med","low","unacc"
"1088","low","low","4","more","med","med","good"
"1089","low","low","4","more","med","high","vgood"
"1090","low","low","4","more","big","low","unacc"
"1091","low","low","4","more","big","med","good"
"1092","low","low","4","more","big","high","vgood"
"1093","low","low","5more","2","small","low","unacc"
"1094","low","low","5more","2","small","med","unacc"
"1095","low","low","5more","2","small","high","unacc"
"1096","low","low","5more","2","med","low","unacc"
"1097","low","low","5more","2","med","med","unacc"
"1098","low","low","5more","2","med","high","unacc"
"1099","low","low","5more","2","big","low","unacc"
"1100","low","low","5more","2","big","med","unacc"
"1101","low","low","5more","2","big","high","unacc"
"1102","low","low","5more","4","small","low","unacc"
"1103","low","low","5more","4","small","med","acc"
"1104","low","low","5more","4","small","high","good"
"1105","low","low","5more","4","med","low","unacc"
"1106","low","low","5more","4","med","med","good"
"1107","low","low","5more","4","med","high","vgood"
"1108","low","low","5more","4","big","low","unacc"
"1109","low","low","5more","4","big","med","good"
"1110","low","low","5more","4","big","high","vgood"
"1111","low","low","5more","more","small","low","unacc"
"1112","low","low","5more","more","small","med","acc"
"1113","low","low","5more","more","small","high","good"
"1114","low","low","5more","more","med","low","unacc"
"1115","low","low","5more","more","med","med","good"
"1116","low","low","5more","more","med","high","vgood"
"1117","low","low","5more","more","big","low","unacc"
"1118","low","low","5more","more","big","med","good"
"1119","low","low","5more","more","big","high","vgood"
