"","wage","educ","exper","tenure","lwage"
"1",3.09999990463257,11,2,0,1.13140213489532
"2",3.24000000953674,12,22,2,1.17557334899902
"3",3,11,2,0,1.0986123085022
"4",6,8,44,28,1.7917594909668
"5",5.30000019073486,12,7,2,1.66770684719086
"6",8.75,16,9,8,2.16905379295349
"7",11.25,18,15,7,2.42036819458008
"8",5,12,5,3,1.60943794250488
"9",3.59999990463257,12,26,4,1.28093385696411
"10",18.1800003051758,17,22,21,2.9003221988678
"11",6.25,16,8,2,1.83258152008057
"12",8.13000011444092,13,3,0,2.09556102752686
"13",8.77000045776367,12,15,0,2.17133688926697
"14",5.5,12,18,3,1.70474803447723
"15",22.2000007629395,12,31,15,3.10009241104126
"16",17.3299999237061,16,14,0,2.85243916511536
"17",7.5,12,10,0,2.01490306854248
"18",10.6300001144409,13,16,10,2.36368012428284
"19",3.59999990463257,12,13,0,1.28093385696411
"20",4.5,12,36,6,1.50407743453979
"21",6.88000011444092,12,11,4,1.92861866950989
"22",8.47999954223633,12,29,13,2.13771033287048
"23",6.32999992370605,16,9,9,1.84530019760132
"24",0.529999971389771,12,3,1,-0.63487833738327
"25",6,11,37,8,1.7917594909668
"26",9.5600004196167,16,3,3,2.25758767127991
"27",7.78000020980835,16,11,10,2.05155634880066
"28",12.5,16,31,0,2.52572870254517
"29",12.5,15,30,0,2.52572870254517
"30",3.25,8,9,1,1.1786550283432
"31",13,14,23,5,2.56494927406311
"32",4.5,14,2,5,1.50407743453979
"33",9.68000030517578,13,16,16,2.27006196975708
"34",5,12,7,3,1.60943794250488
"35",4.67999982833862,12,3,0,1.54329812526703
"36",4.26999998092651,16,22,4,1.45161378383636
"37",6.15000009536743,12,15,6,1.81645214557648
"38",3.50999999046326,4,39,15,1.25561606884003
"39",3,14,3,3,1.0986123085022
"40",6.25,12,11,0,1.83258152008057
"41",7.80999994277954,12,3,0,2.05540490150452
"42",10,12,20,5,2.30258512496948
"43",4.5,14,16,0,1.50407743453979
"44",4,11,45,12,1.3862943649292
"45",6.38000011444092,13,11,4,1.85316812992096
"46",13.6999998092651,15,20,13,2.61739587783813
"47",1.66999995708466,10,1,0,0.512823581695557
"48",2.9300000667572,12,36,2,1.07500243186951
"49",3.65000009536743,14,9,2,1.29472720623016
"50",2.90000009536743,12,15,1,1.06471073627472
"51",1.62999999523163,12,18,0,0.488580018281937
"52",8.60000038146973,16,3,2,2.15176224708557
"53",5,12,15,5,1.60943794250488
"54",6,12,7,7,1.7917594909668
"55",2.5,12,2,0,0.916290760040283
"56",3.25,15,3,0,1.1786550283432
"57",3.40000009536743,16,1,1,1.22377550601959
"58",10,8,13,0,2.30258512496948
"59",21.6299991607666,18,8,8,3.07408118247986
"60",4.38000011444092,16,7,0,1.47704875469208
"61",11.710000038147,13,40,20,2.46044325828552
"62",12.3900003433228,14,42,5,2.51688981056213
"63",6.25,10,36,8,1.83258152008057
"64",3.71000003814697,10,13,0,1.31103193759918
"65",7.78000020980835,14,9,3,2.05155634880066
"66",19.9799995422363,14,26,23,2.99473166465759
"67",6.25,16,7,4,1.83258152008057
"68",10,12,25,3,2.30258512496948
"69",5.71000003814697,16,10,5,1.74221897125244
"70",2,12,3,2,0.6931471824646
"71",5.71000003814697,16,3,0,1.74221897125244
"72",13.0799999237061,17,17,2,2.57108426094055
"73",4.90999984741211,12,17,8,1.59127390384674
"74",2.91000008583069,12,20,34,1.06815314292908
"75",3.75,12,7,0,1.32175588607788
"76",11.8999996185303,13,24,19,2.47653841972351
"77",4,12,28,0,1.3862943649292
"78",3.09999990463257,12,2,1,1.13140213489532
"79",8.44999980926514,12,19,13,2.13416647911072
"80",7.1399998664856,18,13,0,1.96571278572083
"81",4.5,9,22,5,1.50407743453979
"82",4.65000009536743,16,3,1,1.53686726093292
"83",2.90000009536743,10,4,0,1.06471073627472
"84",6.67000007629395,12,7,5,1.89761984348297
"85",3.5,12,6,2,1.25276291370392
"86",3.25999999046326,12,13,3,1.18172717094421
"87",3.25,12,14,0,1.1786550283432
"88",8,12,14,4,2.0794415473938
"89",9.85000038146973,8,40,24,2.28747153282166
"90",7.5,12,11,7,2.01490306854248
"91",5.90999984741211,12,14,6,1.77664577960968
"92",11.7600002288818,14,40,39,2.46470403671265
"93",3,12,1,0,1.0986123085022
"94",4.80999994277954,12,2,0,1.57069706916809
"95",6.5,12,4,1,1.8718022108078
"96",4,9,19,1,1.3862943649292
"97",3.5,13,1,0,1.25276291370392
"98",13.1599998474121,12,34,22,2.57718181610107
"99",4.25,14,5,2,1.44691896438599
"100",3.5,12,3,0,1.25276291370392
"101",5.13000011444092,15,6,6,1.63510572910309
"102",3.75,12,14,0,1.32175588607788
"103",4.5,12,35,12,1.50407743453979
"104",7.63000011444092,12,8,4,2.03208780288696
"105",15,14,7,7,2.70805025100708
"106",6.84999990463257,15,11,3,1.92424869537354
"107",13.3299999237061,12,14,11,2.59001708030701
"108",6.67000007629395,12,35,10,1.89761984348297
"109",2.52999997138977,12,46,0,0.928219318389893
"110",9.80000019073486,17,7,0,2.28238248825073
"111",3.36999988555908,11,45,12,1.21491265296936
"112",24.9799995422363,18,29,25,3.21807551383972
"113",5.40000009536743,12,6,3,1.68639898300171
"114",6.1100001335144,14,15,0,1.80992674827576
"115",4.19999980926514,14,33,16,1.43508446216583
"116",3.75,10,15,0,1.32175588607788
"117",3.5,14,5,0,1.25276291370392
"118",3.64000010490417,12,7,2,1.29198372364044
"119",3.79999995231628,15,6,1,1.33500111103058
"120",3,8,33,12,1.0986123085022
"121",5,16,2,1,1.60943794250488
"122",4.63000011444092,14,4,0,1.53255689144135
"123",3,15,1,0,1.0986123085022
"124",3.20000004768372,12,29,0,1.16315078735352
"125",3.91000008583069,18,17,3,1.36353743076324
"126",6.42999982833862,16,17,3,1.86097455024719
"127",5.48000001907349,10,36,3,1.70110511779785
"128",1.5,8,31,30,0.405465096235275
"129",2.90000009536743,10,23,2,1.06471073627472
"130",5,11,13,1,1.60943794250488
"131",8.92000007629395,18,3,3,2.18829584121704
"132",5,15,15,0,1.60943794250488
"133",3.51999998092651,12,48,1,1.25846099853516
"134",2.90000009536743,11,6,0,1.06471073627472
"135",4.5,12,12,0,1.50407743453979
"136",2.25,12,5,0,0.810930192470551
"137",5,14,19,5,1.60943794250488
"138",10,16,9,3,2.30258512496948
"139",3.75,2,39,13,1.32175588607788
"140",10,14,28,11,2.30258512496948
"141",10.9499998092651,16,23,20,2.39333939552307
"142",7.90000009536743,12,2,0,2.06686282157898
"143",4.71999979019165,12,15,1,1.55180871486664
"144",5.84000015258789,13,5,0,1.76473081111908
"145",3.82999992370605,12,18,2,1.3428647518158
"146",3.20000004768372,15,2,2,1.16315078735352
"147",2,10,3,0,0.6931471824646
"148",4.5,12,31,4,1.50407743453979
"149",11.5500001907349,16,20,5,2.44668555259705
"150",2.14000010490417,13,34,15,0.760805904865265
"151",2.38000011444092,9,5,0,0.867100536823273
"152",3.75,12,11,0,1.32175588607788
"153",5.51999998092651,13,31,3,1.70837783813477
"154",6.5,12,8,5,1.8718022108078
"155",3.09999990463257,12,2,2,1.13140213489532
"156",10,14,18,5,2.30258512496948
"157",6.63000011444092,16,3,0,1.89160478115082
"158",10,16,3,2,2.30258512496948
"159",2.30999994277954,9,4,1,0.837247490882874
"160",6.88000011444092,18,4,4,1.92861866950989
"161",2.82999992370605,10,1,0,1.04027664661407
"162",3.13000011444092,10,1,0,1.14103305339813
"163",8,13,28,5,2.0794415473938
"164",4.5,12,47,4,1.50407743453979
"165",8.64999961853027,18,13,1,2.15755939483643
"166",2,13,2,6,0.6931471824646
"167",4.75,12,48,2,1.55814456939697
"168",6.25,13,6,5,1.83258152008057
"169",6,13,8,0,1.7917594909668
"170",15.3800001144409,13,25,21,2.73306798934937
"171",14.5799999237061,18,13,7,2.67965078353882
"172",12.5,12,8,1,2.52572870254517
"173",5.25,12,19,10,1.65822803974152
"174",2.17000007629395,13,1,4,0.77472722530365
"175",7.1399998664856,12,43,5,1.96571278572083
"176",6.21999979019165,12,19,9,1.82776987552643
"177",9,12,11,5,2.19722461700439
"178",10,14,43,4,2.30258512496948
"179",5.76999998092651,10,44,3,1.75267207622528
"180",4,12,22,11,1.3862943649292
"181",8.75,16,3,2,2.16905379295349
"182",6.53000020980835,16,3,2,1.87640702724457
"183",7.59999990463257,12,41,11,2.02814817428589
"184",5,14,5,0,1.60943794250488
"185",5,12,14,11,1.60943794250488
"186",21.8600006103516,12,24,16,3.0846586227417
"187",8.64000034332275,12,28,8,2.15640258789062
"188",3.29999995231628,12,25,8,1.19392240047455
"189",4.44000005722046,12,3,0,1.49065434932709
"190",4.55000019073486,12,11,0,1.51512730121613
"191",3.5,12,7,6,1.25276291370392
"192",6.25,16,9,2,1.83258152008057
"193",3.84999990463257,16,5,0,1.34807312488556
"194",6.17999982833862,14,9,3,1.82131826877594
"195",2.91000008583069,11,1,0,1.06815314292908
"196",6.25,16,2,1,1.83258152008057
"197",6.25,12,13,0,1.83258152008057
"198",9.05000019073486,12,10,2,2.20276474952698
"199",10,17,5,3,2.30258512496948
"200",11.1099996566772,12,30,8,2.40784549713135
"201",6.88000011444092,12,31,19,1.92861866950989
"202",8.75,16,1,2,2.16905379295349
"203",10,8,9,0,2.30258512496948
"204",3.04999995231628,12,10,0,1.11514163017273
"205",3,12,38,0,1.0986123085022
"206",5.80000019073486,12,19,6,1.75785791873932
"207",4.09999990463257,16,5,0,1.41098690032959
"208",8,12,26,2,2.0794415473938
"209",6.15000009536743,12,35,12,1.81645214557648
"210",2.70000004768372,9,2,0,0.993251800537109
"211",2.75,13,1,2,1.01160097122192
"212",3,16,19,10,1.0986123085022
"213",3,14,3,2,1.0986123085022
"214",7.3600001335144,8,36,24,1.99605989456177
"215",7.5,14,29,24,2.01490306854248
"216",3.5,13,1,2,1.25276291370392
"217",8.10000038146973,12,38,3,2.09186410903931
"218",3.75,18,1,2,1.32175588607788
"219",3.25,9,29,0,1.1786550283432
"220",5.82999992370605,8,36,15,1.76301693916321
"221",3.5,8,4,0,1.25276291370392
"222",3.32999992370605,12,45,4,1.20297229290009
"223",4,14,22,3,1.3862943649292
"224",3.5,12,20,4,1.25276291370392
"225",6.25,16,5,0,1.83258152008057
"226",2.95000004768372,8,15,2,1.08180522918701
"227",5.71000003814697,13,10,2,1.74221897125244
"228",3,9,3,0,1.0986123085022
"229",22.8600006103516,16,16,7,3.12938857078552
"230",9,12,38,1,2.19722461700439
"231",8.32999992370605,15,33,26,2.11986351013184
"232",3,11,2,0,1.0986123085022
"233",5.75,14,6,5,1.74919986724854
"234",6.76000022888184,12,19,3,1.91102290153503
"235",10,12,29,0,2.30258512496948
"236",3,12,2,0,1.0986123085022
"237",3.5,18,3,1,1.25276291370392
"238",3.25,12,4,0,1.1786550283432
"239",4,12,10,1,1.3862943649292
"240",2.92000007629395,12,4,0,1.07158362865448
"241",3.05999994277954,12,14,10,1.11841487884521
"242",3.20000004768372,12,15,5,1.16315078735352
"243",4.75,12,19,0,1.55814456939697
"244",3,14,17,0,1.0986123085022
"245",18.1599998474121,16,29,7,2.89922142028809
"246",3.5,12,2,0,1.25276291370392
"247",4.1100001335144,14,5,0,1.41342306137085
"248",1.96000003814697,11,38,3,0.672944486141205
"249",4.28999996185303,12,3,0,1.45628666877747
"250",3,10,47,0,1.0986123085022
"251",6.44999980926514,12,7,6,1.86408007144928
"252",5.19999980926514,6,47,13,1.64865863323212
"253",4.5,13,23,2,1.50407743453979
"254",3.88000011444092,12,12,3,1.35583519935608
"255",3.45000004768372,10,11,0,1.23837423324585
"256",10.9099998474121,12,25,23,2.38967967033386
"257",4.09999990463257,14,6,0,1.41098690032959
"258",3,13,3,1,1.0986123085022
"259",5.90000009536743,12,14,7,1.77495241165161
"260",18,18,13,0,2.89037179946899
"261",4,12,9,0,1.3862943649292
"262",3,12,1,0,1.0986123085022
"263",3.54999995231628,12,6,0,1.26694762706757
"264",3,12,11,1,1.0986123085022
"265",8.75,12,47,44,2.16905379295349
"266",2.90000009536743,8,49,6,1.06471073627472
"267",6.26000022888184,13,37,17,1.83418023586273
"268",3.5,13,2,0,1.25276291370392
"269",4.59999990463257,14,7,0,1.52605628967285
"270",6,12,22,8,1.7917594909668
"271",2.89000010490417,10,8,0,1.0612565279007
"272",5.57999992370605,16,1,1,1.71918880939484
"273",4,12,43,6,1.3862943649292
"274",6,16,2,2,1.7917594909668
"275",4.5,12,2,1,1.50407743453979
"276",2.92000007629395,14,1,3,1.07158362865448
"277",4.32999992370605,18,1,0,1.46556746959686
"278",18.8899993896484,17,26,20,2.93863272666931
"279",4.28000020980835,13,1,1,1.45395302772522
"280",4.57000017166138,14,37,7,1.51951324939728
"281",6.25,15,12,4,1.83258152008057
"282",2.95000004768372,14,41,23,1.08180522918701
"283",8.75,12,24,1,2.16905379295349
"284",8.5,8,38,26,2.14006614685059
"285",3.75,12,18,0,1.32175588607788
"286",3.15000009536743,12,26,1,1.14740252494812
"287",5,8,45,2,1.60943794250488
"288",6.46000003814697,12,27,0,1.86562931537628
"289",2,9,2,0,0.6931471824646
"290",4.78999996185303,12,41,8,1.56653034687042
"291",5.78000020980835,16,11,4,1.7544037103653
"292",3.1800000667572,12,5,0,1.15688121318817
"293",4.67999982833862,16,3,1,1.54329812526703
"294",4.09999990463257,12,3,2,1.41098690032959
"295",2.91000008583069,12,4,0,1.06815314292908
"296",6,13,21,13,1.7917594909668
"297",3.59999990463257,10,34,26,1.28093385696411
"298",3.95000004768372,6,49,6,1.37371563911438
"299",7,12,6,5,1.94591009616852
"300",3,12,26,9,1.0986123085022
"301",6.07999992370605,16,9,0,1.80500471591949
"302",8.63000011444092,12,23,9,2.15524458885193
"303",3,8,33,2,1.0986123085022
"304",3.75,12,5,2,1.32175588607788
"305",2.90000009536743,6,49,7,1.06471073627472
"306",3,4,48,0,1.0986123085022
"307",6.25,11,35,31,1.83258152008057
"308",3.5,11,23,2,1.25276291370392
"309",3,7,26,1,1.0986123085022
"310",3.24000000953674,12,16,0,1.17557334899902
"311",8.02000045776367,18,23,3,2.08193850517273
"312",3.32999992370605,12,36,8,1.20297229290009
"313",5.25,16,4,0,1.65822803974152
"314",6.25,12,10,0,1.83258152008057
"315",3.5,14,18,2,1.25276291370392
"316",2.95000004768372,12,3,1,1.08180522918701
"317",3,10,7,0,1.0986123085022
"318",4.69000005722046,10,7,7,1.54543256759644
"319",3.73000001907349,9,33,2,1.31640827655792
"320",4,10,34,12,1.3862943649292
"321",4,12,8,0,1.3862943649292
"322",2.90000009536743,12,17,1,1.06471073627472
"323",3.04999995231628,12,2,0,1.11514163017273
"324",5.05000019073486,10,5,0,1.6193882226944
"325",13.9499998092651,16,41,16,2.63547945022583
"326",18.1599998474121,16,35,28,2.89922142028809
"327",6.25,16,11,4,1.83258152008057
"328",5.25,12,4,0,1.65822803974152
"329",4.78999996185303,12,12,3,1.56653034687042
"330",3.34999990463257,7,35,0,1.20896029472351
"331",3,8,33,0,1.0986123085022
"332",8.43000030517578,16,8,6,2.13179683685303
"333",5.69999980926514,16,2,0,1.74046611785889
"334",11.9799995422363,18,8,10,2.48323845863342
"335",3.5,13,29,1,1.25276291370392
"336",4.23999977111816,10,14,5,1.44456326961517
"337",7,16,26,3,1.94591009616852
"338",6,14,11,3,1.7917594909668
"339",12.2200002670288,16,10,2,2.50307393074036
"340",4.5,12,13,0,1.50407743453979
"341",3,9,23,20,1.0986123085022
"342",2.90000009536743,11,1,2,1.06471073627472
"343",15,11,35,31,2.70805025100708
"344",4,12,5,2,1.3862943649292
"345",5.25,11,13,11,1.65822803974152
"346",4,12,22,3,1.3862943649292
"347",3.29999995231628,12,21,9,1.19392240047455
"348",5.05000019073486,12,19,0,1.6193882226944
"349",3.57999992370605,12,13,0,1.27536273002625
"350",5,14,15,5,1.60943794250488
"351",4.57000017166138,14,3,0,1.51951324939728
"352",12.5,18,6,2,2.52572870254517
"353",3.45000004768372,12,6,5,1.23837423324585
"354",4.63000011444092,12,16,1,1.53255689144135
"355",10,12,31,2,2.30258512496948
"356",2.92000007629395,11,1,0,1.07158362865448
"357",4.51000022888184,12,5,2,1.50629723072052
"358",6.5,17,3,0,1.8718022108078
"359",7.5,16,11,0,2.01490306854248
"360",3.53999996185303,13,6,7,1.26412665843964
"361",4.19999980926514,13,11,3,1.43508446216583
"362",3.50999999046326,12,7,2,1.25561606884003
"363",4.5,14,5,0,1.50407743453979
"364",3.34999990463257,14,5,4,1.20896029472351
"365",2.91000008583069,11,2,2,1.06815314292908
"366",5.25,10,44,7,1.65822803974152
"367",4.05000019073486,8,44,25,1.39871692657471
"368",3.75,14,13,0,1.32175588607788
"369",3.40000009536743,12,26,15,1.22377550601959
"370",3,10,2,1,1.0986123085022
"371",6.28999996185303,17,10,3,1.83896100521088
"372",2.53999996185303,9,2,0,0.932164072990417
"373",4.5,12,35,0,1.50407743453979
"374",3.13000011444092,12,6,5,1.14103305339813
"375",6.3600001335144,14,8,1,1.85002839565277
"376",4.67999982833862,16,1,0,1.54329812526703
"377",6.80000019073486,12,14,10,1.91692268848419
"378",8.52999973297119,10,14,6,2.14358925819397
"379",4.17000007629395,0,22,10,1.42791604995728
"380",3.75,14,8,4,1.32175588607788
"381",11.1000003814697,15,1,4,2.40694522857666
"382",3.25999999046326,16,15,5,1.18172717094421
"383",9.13000011444092,12,14,12,2.21156573295593
"384",4.5,11,37,10,1.50407743453979
"385",3,11,1,1,1.0986123085022
"386",8.75,12,4,4,2.16905379295349
"387",4.1399998664856,13,29,0,1.42069578170776
"388",2.86999988555908,12,45,8,1.05431199073792
"389",3.34999990463257,13,22,0,1.20896029472351
"390",6.07999992370605,16,42,10,1.80500471591949
"391",3,15,9,0,1.0986123085022
"392",4.19999980926514,16,8,0,1.43508446216583
"393",5.59999990463257,15,31,15,1.72276663780212
"394",10,12,24,24,2.30258512496948
"395",12.5,18,16,5,2.52572870254517
"396",3.75999999046326,6,6,0,1.32441890239716
"397",3.09999990463257,6,14,0,1.13140213489532
"398",4.28999996185303,12,47,25,1.45628666877747
"399",10.9200000762939,12,34,5,2.39059591293335
"400",7.5,16,6,2,2.01490306854248
"401",4.05000019073486,9,7,4,1.39871692657471
"402",4.65000009536743,12,27,2,1.53686726093292
"403",5,11,24,5,1.60943794250488
"404",2.90000009536743,10,18,0,1.06471073627472
"405",8,12,12,3,2.0794415473938
"406",8.43000030517578,8,27,3,2.13179683685303
"407",2.92000007629395,9,49,0,1.07158362865448
"408",6.25,17,4,0,1.83258152008057
"409",6.25,16,24,2,1.83258152008057
"410",5.1100001335144,11,3,0,1.63119947910309
"411",4,10,2,0,1.3862943649292
"412",4.44000005722046,8,29,11,1.49065434932709
"413",6.88000011444092,13,34,21,1.92861866950989
"414",5.42999982833862,14,10,3,1.69193911552429
"415",3,13,5,0,1.0986123085022
"416",2.90000009536743,11,2,0,1.06471073627472
"417",6.25,7,39,21,1.83258152008057
"418",4.34000015258789,16,5,2,1.46787440776825
"419",3.25,12,14,2,1.1786550283432
"420",7.26000022888184,13,8,2,1.98237991333008
"421",6.34999990463257,14,10,1,1.8484548330307
"422",5.63000011444092,16,2,2,1.7281094789505
"423",8.75,14,9,3,2.16905379295349
"424",3.20000004768372,11,1,0,1.16315078735352
"425",3,8,45,1,1.0986123085022
"426",3,14,33,3,1.0986123085022
"427",12.5,17,21,18,2.52572870254517
"428",2.88000011444092,10,2,0,1.05779027938843
"429",3.34999990463257,12,9,1,1.20896029472351
"430",6.5,12,33,2,1.8718022108078
"431",10.3800001144409,18,16,2,2.33988094329834
"432",4.5,14,10,0,1.50407743453979
"433",10,18,9,8,2.30258512496948
"434",3.80999994277954,12,8,1,1.33762919902802
"435",8.80000019073486,16,9,1,2.17475175857544
"436",9.42000007629395,14,23,0,2.24283504486084
"437",6.32999992370605,12,23,8,1.84530019760132
"438",4,9,22,18,1.3862943649292
"439",2.90000009536743,12,37,0,1.06471073627472
"440",20,12,22,4,2.99573230743408
"441",11.25,17,28,25,2.42036819458008
"442",3.5,12,14,0,1.25276291370392
"443",6,15,19,4,1.7917594909668
"444",14.3800001144409,17,10,9,2.66583824157715
"445",6.3600001335144,16,25,0,1.85002839565277
"446",3.54999995231628,12,21,0,1.26694762706757
"447",3,15,32,0,1.0986123085022
"448",4.5,16,21,10,1.50407743453979
"449",6.63000011444092,12,36,0,1.89160478115082
"450",9.30000019073486,15,2,2,2.23001432418823
"451",3,12,11,0,1.0986123085022
"452",3.25,12,40,2,1.1786550283432
"453",1.5,12,11,1,0.405465096235275
"454",5.90000009536743,12,9,7,1.77495241165161
"455",8,16,23,4,2.0794415473938
"456",2.90000009536743,11,1,0,1.06471073627472
"457",3.28999996185303,14,30,13,1.19088757038116
"458",6.5,14,41,33,1.8718022108078
"459",4,13,6,0,1.3862943649292
"460",6,14,11,0,1.7917594909668
"461",4.07999992370605,12,43,17,1.40609693527222
"462",3.75,12,39,2,1.32175588607788
"463",3.04999995231628,8,50,24,1.11514163017273
"464",3.5,12,26,20,1.25276291370392
"465",2.92000007629395,3,51,30,1.07158362865448
"466",4.5,11,3,9,1.50407743453979
"467",3.34999990463257,15,3,1,1.20896029472351
"468",5.94999980926514,11,15,9,1.78339123725891
"469",8,12,17,6,2.0794415473938
"470",3,4,36,0,1.0986123085022
"471",5,9,31,9,1.60943794250488
"472",5.5,12,9,4,1.70474803447723
"473",2.65000009536743,12,42,10,0.974559664726257
"474",3,11,3,0,1.0986123085022
"475",4.5,12,37,14,1.50407743453979
"476",17.5,16,23,22,2.86220097541809
"477",8.18000030517578,13,21,5,2.10169219970703
"478",9.09000015258789,15,11,12,2.2071750164032
"479",11.8199996948242,16,35,13,2.46979308128357
"480",3.25,12,42,0,1.1786550283432
"481",4.5,12,3,0,1.50407743453979
"482",4.5,12,13,0,1.50407743453979
"483",3.71000003814697,9,14,7,1.31103193759918
"484",6.5,10,14,11,1.8718022108078
"485",2.90000009536743,12,39,1,1.06471073627472
"486",5.59999990463257,11,11,8,1.72276663780212
"487",2.23000001907349,8,28,3,0.802001595497131
"488",5,6,18,0,1.60943794250488
"489",8.32999992370605,16,6,2,2.11986351013184
"490",2.90000009536743,12,26,1,1.06471073627472
"491",6.25,12,21,6,1.83258152008057
"492",4.55000019073486,16,34,2,1.51512730121613
"493",3.27999997138977,12,17,2,1.1878434419632
"494",2.29999995231628,10,2,0,0.832909107208252
"495",3.29999995231628,13,5,0,1.19392240047455
"496",3.15000009536743,13,1,0,1.14740252494812
"497",12.5,14,40,30,2.52572870254517
"498",5.15000009536743,16,39,21,1.63899672031403
"499",3.13000011444092,10,1,1,1.14103305339813
"500",7.25,12,14,5,1.981001496315
"501",2.90000009536743,12,2,2,1.06471073627472
"502",1.75,11,2,1,0.559615790843964
"503",2.89000010490417,0,42,0,1.0612565279007
"504",2.90000009536743,5,34,0,1.06471073627472
"505",17.7099990844727,16,10,3,2.87412929534912
"506",6.25,16,4,3,1.83258152008057
"507",2.59999990463257,9,4,0,0.955511391162872
"508",6.63000011444092,15,21,3,1.89160478115082
"509",3.5,12,31,3,1.25276291370392
"510",6.5,12,20,14,1.8718022108078
"511",3,12,36,1,1.0986123085022
"512",4.38000011444092,13,7,0,1.47704875469208
"513",10,12,15,0,2.30258512496948
"514",4.94999980926514,7,25,17,1.59938752651215
"515",9,17,7,0,2.19722461700439
"516",1.42999994754791,12,17,0,0.357674419879913
"517",3.07999992370605,12,3,1,1.12492954730988
"518",9.32999992370605,14,12,11,2.23323512077332
"519",7.5,12,18,5,2.01490306854248
"520",4.75,13,47,1,1.55814456939697
"521",5.65000009536743,12,2,0,1.73165559768677
"522",15,16,14,2,2.70805025100708
"523",2.26999998092651,10,2,0,0.819779813289642
"524",4.67000007629395,15,13,18,1.54115903377533
"525",11.5600004196167,16,5,1,2.44755101203918
"526",3.5,14,5,4,1.25276291370392
